"date","home.team","away.team","home.score","away.score"
2016-10-29,"Barcelona","Granada",1,0
2016-10-29,"Sp Gijon","Sevilla",1,1
2016-10-30,"Ath Bilbao","Osasuna",1,1
2016-10-30,"Betis","Espanol",0,1
2016-10-30,"Eibar","Villarreal",2,1
2016-10-30,"Las Palmas","Celta",3,3
2016-10-31,"La Coruna","Valencia",1,1
2016-11-04,"Malaga","Sp Gijon",3,2
2016-11-05,"Granada","La Coruna",1,1
2016-11-05,"Las Palmas","Eibar",1,0
2016-11-05,"Osasuna","Alaves",0,1
2016-11-05,"Sociedad","Ath Madrid",2,0
2016-11-06,"Celta","Valencia",2,1
2016-11-06,"Espanol","Ath Bilbao",0,0
2016-11-06,"Real Madrid","Leganes",3,0
2016-11-06,"Sevilla","Barcelona",1,2
2016-11-06,"Villarreal","Betis",2,0
2016-11-18,"Betis","Las Palmas",2,0
2016-11-19,"Ath Madrid","Real Madrid",0,3
2016-11-19,"Barcelona","Malaga",0,0
2016-11-19,"Eibar","Celta",1,0
2016-11-19,"La Coruna","Sevilla",2,3
2016-11-20,"Alaves","Espanol",0,1
2016-11-20,"Ath Bilbao","Villarreal",1,0
2016-11-20,"Sp Gijon","Sociedad",1,3
2016-11-20,"Valencia","Granada",1,1
2016-11-21,"Leganes","Osasuna",2,0
2016-11-25,"Eibar","Betis",3,1
2016-11-26,"Espanol","Leganes",3,0
2016-11-26,"Malaga","La Coruna",4,3
2016-11-26,"Real Madrid","Sp Gijon",2,1
2016-11-26,"Sevilla","Valencia",2,1
2016-11-27,"Celta","Granada",3,1
2016-11-27,"Osasuna","Ath Madrid",0,3
2016-11-27,"Sociedad","Barcelona",1,1
2016-11-27,"Villarreal","Alaves",0,2
2016-11-28,"Las Palmas","Ath Bilbao",3,1
2016-12-03,"Ath Madrid","Espanol",0,0
2016-12-03,"Barcelona","Real Madrid",1,1
2016-12-03,"Granada","Sevilla",2,1
2016-12-03,"Leganes","Villarreal",0,0
2016-12-04,"Alaves","Las Palmas",1,1
2016-12-04,"Ath Bilbao","Eibar",3,1
2016-12-04,"Betis","Celta",3,3
2016-12-04,"Sp Gijon","Osasuna",3,1
2016-12-04,"Valencia","Malaga",2,2
2016-12-05,"La Coruna","Sociedad",5,1
2016-12-09,"Malaga","Granada",1,1
2016-12-10,"Las Palmas","Leganes",1,1
2016-12-10,"Osasuna","Barcelona",0,3
2016-12-10,"Real Madrid","La Coruna",3,2
2016-12-10,"Sociedad","Valencia",3,2
2016-12-11,"Betis","Ath Bilbao",1,0
2016-12-11,"Celta","Sevilla",0,3
2016-12-11,"Eibar","Alaves",0,0
2016-12-11,"Espanol","Sp Gijon",2,1
2016-12-12,"Villarreal","Ath Madrid",3,0
2016-12-16,"Alaves","Betis",1,0
2016-12-17,"Ath Madrid","Las Palmas",1,0
2016-12-17,"Granada","Sociedad",0,2
2016-12-17,"Sevilla","Malaga",4,1
2016-12-17,"Sp Gijon","Villarreal",1,3
2016-12-18,"Barcelona","Espanol",4,1
2016-12-18,"La Coruna","Osasuna",2,0
2016-12-18,"Leganes","Eibar",1,1
2016-12-19,"Ath Bilbao","Celta",2,1
2017-01-06,"Espanol","La Coruna",1,1
2017-01-07,"Eibar","Ath Madrid",0,2
2017-01-07,"Las Palmas","Sp Gijon",1,0
2017-01-07,"Real Madrid","Granada",5,0
2017-01-07,"Sociedad","Sevilla",0,4
2017-01-08,"Ath Bilbao","Alaves",0,0
2017-01-08,"Betis","Leganes",2,0
2017-01-08,"Celta","Malaga",3,1
2017-01-08,"Villarreal","Barcelona",1,1
2017-01-09,"Osasuna","Valencia",3,3
2017-01-14,"Ath Madrid","Betis",1,0
2017-01-14,"Barcelona","Las Palmas",5,0
2017-01-14,"La Coruna","Villarreal",0,0
2017-01-14,"Leganes","Ath Bilbao",0,0
2017-01-15,"Celta","Alaves",1,0
2017-01-15,"Granada","Osasuna",1,1
2017-01-15,"Sevilla","Real Madrid",2,1
2017-01-15,"Sp Gijon","Eibar",2,3
2017-01-15,"Valencia","Espanol",2,1
2017-01-16,"Malaga","Sociedad",0,2
2017-01-20,"Las Palmas","La Coruna",1,1
2017-01-21,"Alaves","Leganes",2,2
2017-01-21,"Espanol","Granada",3,1
2017-01-21,"Real Madrid","Malaga",2,1
2017-01-21,"Villarreal","Valencia",0,2
2017-01-22,"Ath Bilbao","Ath Madrid",2,2
2017-01-22,"Betis","Sp Gijon",0,0
2017-01-22,"Eibar","Barcelona",0,4
2017-01-22,"Osasuna","Sevilla",3,4
2017-01-22,"Sociedad","Celta",1,0
2017-01-27,"Osasuna","Malaga",1,1
2017-01-28,"Alaves","Ath Madrid",0,0
2017-01-28,"Eibar","La Coruna",3,1
2017-01-28,"Leganes","Celta",0,2
2017-01-28,"Villarreal","Granada",2,0
2017-01-29,"Ath Bilbao","Sp Gijon",2,1
2017-01-29,"Betis","Barcelona",1,1
2017-01-29,"Espanol","Sevilla",3,1
2017-01-29,"Real Madrid","Sociedad",3,0
2017-01-30,"Las Palmas","Valencia",3,1
2017-02-04,"Ath Madrid","Leganes",2,0
2017-02-04,"Barcelona","Ath Bilbao",3,0
2017-02-04,"Malaga","Espanol",0,1
2017-02-04,"Valencia","Eibar",0,4
2017-02-05,"Sevilla","Villarreal",0,0
2017-02-05,"Sociedad","Osasuna",3,2
2017-02-05,"Sp Gijon","Alaves",2,4
2017-02-06,"Granada","Las Palmas",1,0
2017-02-10,"Espanol","Sociedad",1,2
2017-02-11,"Alaves","Barcelona",0,6
2017-02-11,"Ath Bilbao","La Coruna",2,1
2017-02-11,"Betis","Valencia",0,0
2017-02-11,"Osasuna","Real Madrid",1,3
2017-02-12,"Ath Madrid","Celta",3,2
2017-02-12,"Las Palmas","Sevilla",0,1
2017-02-12,"Leganes","Sp Gijon",0,2
2017-02-12,"Villarreal","Malaga",1,1
2017-02-13,"Eibar","Granada",4,0
2017-02-17,"Granada","Betis",4,1
2017-02-18,"La Coruna","Alaves",0,1
2017-02-18,"Real Madrid","Espanol",2,0
2017-02-18,"Sevilla","Eibar",2,0
2017-02-18,"Sp Gijon","Ath Madrid",1,4
2017-02-19,"Barcelona","Leganes",2,1
2017-02-19,"Celta","Osasuna",3,0
2017-02-19,"Sociedad","Villarreal",0,1
2017-02-19,"Valencia","Ath Bilbao",2,0
2017-02-20,"Malaga","Las Palmas",2,1
2017-02-22,"Valencia","Real Madrid",2,1
2017-02-24,"Las Palmas","Sociedad",0,1
2017-02-25,"Alaves","Valencia",2,1
2017-02-25,"Betis","Sevilla",1,2
2017-02-25,"Eibar","Malaga",3,0
2017-02-25,"Leganes","La Coruna",4,0
2017-02-26,"Ath Bilbao","Granada",3,1
2017-02-26,"Ath Madrid","Barcelona",1,2
2017-02-26,"Espanol","Osasuna",3,0
2017-02-26,"Sp Gijon","Celta",1,1
2017-02-26,"Villarreal","Real Madrid",2,3
2017-02-28,"Malaga","Betis",1,2
2017-02-28,"Sociedad","Eibar",2,2
2017-02-28,"Valencia","Leganes",1,0
2017-03-01,"Barcelona","Sp Gijon",6,1
2017-03-01,"Celta","Espanol",2,2
2017-03-01,"Granada","Alaves",2,1
2017-03-01,"Osasuna","Villarreal",1,4
2017-03-01,"Real Madrid","Las Palmas",3,3
2017-03-02,"La Coruna","Ath Madrid",1,1
2017-03-02,"Sevilla","Ath Bilbao",1,0
2017-03-03,"Betis","Sociedad",2,3
2017-03-04,"Barcelona","Celta",5,0
2017-03-04,"Eibar","Real Madrid",1,4
2017-03-04,"Leganes","Granada",1,0
2017-03-04,"Villarreal","Espanol",2,0
2017-03-05,"Ath Bilbao","Malaga",1,0
2017-03-05,"Ath Madrid","Valencia",3,0
2017-03-05,"Las Palmas","Osasuna",5,2
2017-03-05,"Sp Gijon","La Coruna",0,1
2017-03-06,"Alaves","Sevilla",1,1
2017-03-08,"La Coruna","Betis",1,1
2017-03-10,"Espanol","Las Palmas",4,3
2017-03-11,"Granada","Ath Madrid",0,1
2017-03-11,"Malaga","Alaves",1,2
2017-03-11,"Sevilla","Leganes",1,1
2017-03-11,"Valencia","Sp Gijon",1,1
2017-03-12,"Celta","Villarreal",0,1
2017-03-12,"La Coruna","Barcelona",2,1
2017-03-12,"Real Madrid","Betis",2,1
2017-03-12,"Sociedad","Ath Bilbao",0,2
2017-03-13,"Osasuna","Eibar",1,1
2017-03-17,"Las Palmas","Villarreal",1,0
2017-03-18,"Alaves","Sociedad",1,0
2017-03-18,"Ath Bilbao","Real Madrid",1,2
2017-03-18,"Betis","Osasuna",2,0
2017-03-18,"Eibar","Espanol",1,1
2017-03-19,"Ath Madrid","Sevilla",3,1
2017-03-19,"Barcelona","Valencia",4,2
2017-03-19,"La Coruna","Celta",0,1
2017-03-19,"Leganes","Malaga",0,0
2017-03-19,"Sp Gijon","Granada",3,1
2017-03-31,"Espanol","Betis",2,1
2017-04-01,"Malaga","Ath Madrid",0,2
2017-04-01,"Osasuna","Ath Bilbao",1,2
2017-04-01,"Sociedad","Leganes",1,1
2017-04-01,"Villarreal","Eibar",2,3
2017-04-02,"Granada","Barcelona",1,4
2017-04-02,"Real Madrid","Alaves",3,0
2017-04-02,"Sevilla","Sp Gijon",0,0
2017-04-02,"Valencia","La Coruna",3,0
2017-04-03,"Celta","Las Palmas",3,1
2017-04-04,"Ath Bilbao","Espanol",2,0
2017-04-04,"Ath Madrid","Sociedad",1,0
2017-04-04,"Betis","Villarreal",0,1
2017-04-05,"Alaves","Osasuna",0,1
2017-04-05,"Barcelona","Sevilla",3,0
2017-04-05,"La Coruna","Granada",0,0
2017-04-05,"Leganes","Real Madrid",2,4
2017-04-05,"Sp Gijon","Malaga",0,1
2017-04-06,"Eibar","Las Palmas",3,1
2017-04-06,"Valencia","Celta",3,2
2017-04-07,"Villarreal","Ath Bilbao",3,1
2017-04-08,"Espanol","Alaves",1,0
2017-04-08,"Malaga","Barcelona",2,0
2017-04-08,"Real Madrid","Ath Madrid",1,1
2017-04-08,"Sevilla","La Coruna",4,2
2017-04-09,"Celta","Eibar",0,2
2017-04-09,"Granada","Valencia",1,3
2017-04-09,"Las Palmas","Betis",4,1
2017-04-09,"Osasuna","Leganes",2,1
2017-04-10,"Sociedad","Sp Gijon",3,1
2017-04-14,"Ath Bilbao","Las Palmas",5,1
2017-04-15,"Ath Madrid","Osasuna",3,0
2017-04-15,"Barcelona","Sociedad",3,2
2017-04-15,"La Coruna","Malaga",2,0
2017-04-15,"Sp Gijon","Real Madrid",2,3
2017-04-16,"Betis","Eibar",2,0
2017-04-16,"Granada","Celta",0,3
2017-04-16,"Leganes","Espanol",0,1
2017-04-16,"Valencia","Sevilla",0,0
2017-04-17,"Alaves","Villarreal",2,1
2017-04-21,"Sevilla","Granada",2,0
2017-04-22,"Espanol","Ath Madrid",0,1
2017-04-22,"Malaga","Valencia",2,0
2017-04-22,"Osasuna","Sp Gijon",2,2
2017-04-22,"Villarreal","Leganes",2,1
2017-04-23,"Celta","Betis",0,1
2017-04-23,"Las Palmas","Alaves",1,1
2017-04-23,"Real Madrid","Barcelona",2,3
2017-04-23,"Sociedad","La Coruna",1,0
2017-04-24,"Eibar","Ath Bilbao",0,1
2017-04-25,"Ath Madrid","Villarreal",0,1
2017-04-25,"Granada","Malaga",0,2
2017-04-25,"Sp Gijon","Espanol",1,1
2017-04-26,"Barcelona","Osasuna",7,1
2017-04-26,"La Coruna","Real Madrid",2,6
2017-04-26,"Leganes","Las Palmas",3,0
2017-04-26,"Valencia","Sociedad",2,3
2017-04-27,"Alaves","Eibar",0,0
2017-04-27,"Ath Bilbao","Betis",2,1
2017-04-27,"Sevilla","Celta",2,1
2017-04-28,"Villarreal","Sp Gijon",3,1
2017-04-29,"Espanol","Barcelona",0,3
2017-04-29,"Las Palmas","Ath Madrid",0,5
2017-04-29,"Real Madrid","Valencia",2,1
2017-04-29,"Sociedad","Granada",2,1
2017-04-30,"Betis","Alaves",1,4
2017-04-30,"Celta","Ath Bilbao",0,3
2017-04-30,"Eibar","Leganes",2,0
2017-04-30,"Osasuna","La Coruna",2,2
2017-05-01,"Malaga","Sevilla",4,2
2017-05-05,"Sevilla","Sociedad",1,1
2017-05-06,"Ath Madrid","Eibar",1,0
2017-05-06,"Barcelona","Villarreal",4,1
2017-05-06,"Granada","Real Madrid",0,4
2017-05-06,"Sp Gijon","Las Palmas",1,0
2017-05-07,"Alaves","Ath Bilbao",1,0
2017-05-07,"La Coruna","Espanol",1,2
2017-05-07,"Malaga","Celta",3,0
2017-05-07,"Valencia","Osasuna",4,1
2017-05-08,"Leganes","Betis",4,0
2017-05-13,"Espanol","Valencia",0,1
2017-05-13,"Osasuna","Granada",2,1
2017-05-14,"Alaves","Celta",3,1
2017-05-14,"Ath Bilbao","Leganes",1,1
2017-05-14,"Betis","Ath Madrid",1,1
2017-05-14,"Eibar","Sp Gijon",0,1
2017-05-14,"Las Palmas","Barcelona",1,4
2017-05-14,"Real Madrid","Sevilla",4,1
2017-05-14,"Sociedad","Malaga",2,2
2017-05-14,"Villarreal","La Coruna",0,0
2017-05-17,"Celta","Real Madrid",1,4
2017-05-19,"Granada","Espanol",1,2
2017-05-20,"La Coruna","Las Palmas",3,0
2017-05-20,"Leganes","Alaves",1,1
2017-05-20,"Sevilla","Osasuna",5,0
2017-05-20,"Sp Gijon","Betis",2,2
2017-05-21,"Ath Madrid","Ath Bilbao",3,1
2017-05-21,"Barcelona","Eibar",4,2
2017-05-21,"Celta","Sociedad",2,2
2017-05-21,"Malaga","Real Madrid",0,2
2017-05-21,"Valencia","Villarreal",1,3
2017-08-18,"Leganes","Alaves",1,0
2017-08-18,"Valencia","Las Palmas",1,0
2017-08-19,"Celta","Sociedad",2,3
2017-08-19,"Girona","Ath Madrid",2,2
2017-08-19,"Sevilla","Espanol",1,1
2017-08-20,"Ath Bilbao","Getafe",0,0
2017-08-20,"Barcelona","Betis",2,0
2017-08-20,"La Coruna","Real Madrid",0,3
2017-08-21,"Levante","Villarreal",1,0
2017-08-21,"Malaga","Eibar",0,1
2017-08-25,"Betis","Celta",2,1
2017-08-25,"Sociedad","Villarreal",3,0
2017-08-26,"Alaves","Barcelona",0,2
2017-08-26,"Girona","Malaga",1,0
2017-08-26,"Las Palmas","Ath Madrid",1,5
2017-08-26,"Levante","La Coruna",2,2
2017-08-27,"Eibar","Ath Bilbao",0,1
2017-08-27,"Espanol","Leganes",0,1
2017-08-27,"Getafe","Sevilla",0,1
2017-08-27,"Real Madrid","Valencia",2,2
2017-09-08,"Leganes","Getafe",1,2
2017-09-09,"Barcelona","Espanol",5,0
2017-09-09,"Real Madrid","Levante",1,1
2017-09-09,"Sevilla","Eibar",3,0
2017-09-09,"Valencia","Ath Madrid",0,0
2017-09-10,"Ath Bilbao","Girona",2,0
2017-09-10,"Celta","Alaves",1,0
2017-09-10,"La Coruna","Sociedad",2,4
2017-09-10,"Villarreal","Betis",3,1
2017-09-11,"Malaga","Las Palmas",1,3
2017-09-15,"Eibar","Leganes",1,0
2017-09-16,"Ath Madrid","Malaga",1,0
2017-09-16,"Betis","La Coruna",2,1
2017-09-16,"Getafe","Barcelona",1,2
2017-09-16,"Levante","Valencia",1,1
2017-09-17,"Alaves","Villarreal",0,3
2017-09-17,"Girona","Sevilla",0,1
2017-09-17,"Las Palmas","Ath Bilbao",1,0
2017-09-17,"Sociedad","Real Madrid",1,3
2017-09-18,"Espanol","Celta",2,1
2017-09-19,"Barcelona","Eibar",6,1
2017-09-19,"Valencia","Malaga",5,0
2017-09-20,"Ath Bilbao","Ath Madrid",1,2
2017-09-20,"La Coruna","Alaves",1,0
2017-09-20,"Leganes","Girona",0,0
2017-09-20,"Real Madrid","Betis",0,1
2017-09-20,"Sevilla","Las Palmas",1,0
2017-09-21,"Celta","Getafe",1,1
2017-09-21,"Levante","Sociedad",3,0
2017-09-21,"Villarreal","Espanol",0,0
2017-09-23,"Alaves","Real Madrid",1,2
2017-09-23,"Ath Madrid","Sevilla",2,0
2017-09-23,"Girona","Barcelona",0,3
2017-09-23,"Malaga","Ath Bilbao",3,3
2017-09-24,"Eibar","Celta",0,4
2017-09-24,"Espanol","La Coruna",4,1
2017-09-24,"Getafe","Villarreal",4,0
2017-09-24,"Las Palmas","Leganes",0,2
2017-09-24,"Sociedad","Valencia",2,3
2017-09-25,"Betis","Levante",4,0
2017-09-29,"Celta","Girona",3,3
2017-09-30,"La Coruna","Getafe",2,1
2017-09-30,"Leganes","Ath Madrid",0,0
2017-09-30,"Levante","Alaves",0,2
2017-09-30,"Sevilla","Malaga",2,0
2017-10-01,"Barcelona","Las Palmas",3,0
2017-10-01,"Real Madrid","Espanol",2,0
2017-10-01,"Sociedad","Betis",4,4
2017-10-01,"Valencia","Ath Bilbao",3,2
2017-10-01,"Villarreal","Eibar",3,0
2017-10-13,"Espanol","Levante",0,0
2017-10-14,"Alaves","Sociedad",0,2
2017-10-14,"Ath Bilbao","Sevilla",1,0
2017-10-14,"Ath Madrid","Barcelona",1,1
2017-10-14,"Getafe","Real Madrid",1,2
2017-10-15,"Betis","Valencia",3,6
2017-10-15,"Eibar","La Coruna",0,0
2017-10-15,"Girona","Villarreal",1,2
2017-10-15,"Malaga","Leganes",0,2
2017-10-16,"Las Palmas","Celta",2,5
2017-10-21,"Barcelona","Malaga",2,0
2017-10-21,"Betis","Alaves",2,0
2017-10-21,"Levante","Getafe",1,1
2017-10-21,"Valencia","Sevilla",4,0
2017-10-22,"Celta","Ath Madrid",0,1
2017-10-22,"Leganes","Ath Bilbao",1,0
2017-10-22,"Real Madrid","Eibar",3,0
2017-10-22,"Villarreal","Las Palmas",4,0
2017-10-23,"La Coruna","Girona",1,2
2017-10-23,"Sociedad","Espanol",1,1
2017-10-28,"Alaves","Valencia",1,2
2017-10-28,"Ath Bilbao","Barcelona",0,2
2017-10-28,"Ath Madrid","Villarreal",1,1
2017-10-28,"Sevilla","Leganes",2,1
2017-10-29,"Eibar","Levante",2,2
2017-10-29,"Getafe","Sociedad",2,1
2017-10-29,"Girona","Real Madrid",2,1
2017-10-29,"Malaga","Celta",2,1
2017-10-30,"Espanol","Betis",1,0
2017-10-30,"Las Palmas","La Coruna",1,3
2017-11-03,"Betis","Getafe",2,2
2017-11-04,"Alaves","Espanol",1,0
2017-11-04,"Barcelona","Sevilla",2,1
2017-11-04,"La Coruna","Ath Madrid",0,1
2017-11-04,"Valencia","Leganes",3,0
2017-11-05,"Celta","Ath Bilbao",3,1
2017-11-05,"Levante","Girona",1,2
2017-11-05,"Real Madrid","Las Palmas",3,0
2017-11-05,"Sociedad","Eibar",3,1
2017-11-05,"Villarreal","Malaga",2,0
2017-11-17,"Girona","Sociedad",1,1
2017-11-18,"Ath Madrid","Real Madrid",0,0
2017-11-18,"Getafe","Alaves",4,1
2017-11-18,"Leganes","Barcelona",0,3
2017-11-18,"Sevilla","Celta",2,1
2017-11-19,"Ath Bilbao","Villarreal",1,1
2017-11-19,"Espanol","Valencia",0,2
2017-11-19,"Las Palmas","Levante",0,2
2017-11-19,"Malaga","La Coruna",3,2
2017-11-20,"Eibar","Betis",5,0
2017-11-24,"Celta","Leganes",1,0
2017-11-25,"Alaves","Eibar",1,2
2017-11-25,"Betis","Girona",2,2
2017-11-25,"Levante","Ath Madrid",0,5
2017-11-25,"Real Madrid","Malaga",3,2
2017-11-26,"La Coruna","Ath Bilbao",2,2
2017-11-26,"Sociedad","Las Palmas",2,2
2017-11-26,"Valencia","Barcelona",1,1
2017-11-26,"Villarreal","Sevilla",2,3
2017-11-27,"Espanol","Getafe",1,0
2017-12-01,"Malaga","Levante",0,0
2017-12-02,"Ath Bilbao","Real Madrid",0,0
2017-12-02,"Ath Madrid","Sociedad",2,1
2017-12-02,"Barcelona","Celta",2,2
2017-12-02,"Sevilla","La Coruna",2,0
2017-12-03,"Eibar","Espanol",3,1
2017-12-03,"Getafe","Valencia",1,0
2017-12-03,"Las Palmas","Betis",1,0
2017-12-03,"Leganes","Villarreal",3,1
2017-12-04,"Girona","Alaves",2,3
2017-12-08,"Alaves","Las Palmas",2,0
2017-12-09,"Getafe","Eibar",0,0
2017-12-09,"La Coruna","Leganes",1,0
2017-12-09,"Real Madrid","Sevilla",5,0
2017-12-09,"Valencia","Celta",2,1
2017-12-10,"Betis","Ath Madrid",0,1
2017-12-10,"Levante","Ath Bilbao",1,2
2017-12-10,"Sociedad","Malaga",0,2
2017-12-10,"Villarreal","Barcelona",0,2
2017-12-11,"Espanol","Girona",0,1
2017-12-15,"Sevilla","Levante",0,0
2017-12-16,"Ath Bilbao","Sociedad",0,0
2017-12-16,"Ath Madrid","Alaves",1,0
2017-12-16,"Eibar","Valencia",2,1
2017-12-17,"Barcelona","La Coruna",4,0
2017-12-17,"Celta","Villarreal",0,1
2017-12-17,"Girona","Getafe",1,0
2017-12-17,"Las Palmas","Espanol",2,2
2017-12-18,"Malaga","Betis",0,2
2017-12-19,"Levante","Leganes",0,0
2017-12-20,"Getafe","Las Palmas",2,0
2017-12-20,"Sociedad","Sevilla",3,1
2017-12-21,"Alaves","Malaga",1,0
2017-12-21,"Eibar","Girona",4,1
2017-12-22,"Betis","Ath Bilbao",0,2
2017-12-22,"Espanol","Ath Madrid",1,0
2017-12-23,"La Coruna","Celta",1,3
2017-12-23,"Real Madrid","Barcelona",0,3
2017-12-23,"Valencia","Villarreal",0,1
2018-01-06,"Ath Madrid","Getafe",2,0
2018-01-06,"Las Palmas","Eibar",1,2
2018-01-06,"Sevilla","Betis",3,5
2018-01-06,"Valencia","Girona",2,1
2018-01-07,"Ath Bilbao","Alaves",2,0
2018-01-07,"Barcelona","Levante",3,0
2018-01-07,"Celta","Real Madrid",2,2
2018-01-07,"Leganes","Sociedad",1,0
2018-01-07,"Villarreal","La Coruna",1,1
2018-01-08,"Malaga","Espanol",0,1
2018-01-12,"Getafe","Malaga",1,0
2018-01-13,"Eibar","Ath Madrid",0,1
2018-01-13,"Girona","Las Palmas",6,0
2018-01-13,"La Coruna","Valencia",1,2
2018-01-13,"Real Madrid","Villarreal",0,1
2018-01-14,"Alaves","Sevilla",1,0
2018-01-14,"Espanol","Ath Bilbao",1,1
2018-01-14,"Levante","Celta",0,1
2018-01-14,"Sociedad","Barcelona",2,4
2018-01-15,"Betis","Leganes",3,2
2018-01-19,"Getafe","Ath Bilbao",2,2
2018-01-20,"Ath Madrid","Girona",1,1
2018-01-20,"Espanol","Sevilla",0,3
2018-01-20,"Las Palmas","Valencia",2,1
2018-01-20,"Villarreal","Levante",2,1
2018-01-21,"Alaves","Leganes",2,2
2018-01-21,"Betis","Barcelona",0,5
2018-01-21,"Real Madrid","La Coruna",7,1
2018-01-21,"Sociedad","Celta",1,2
2018-01-22,"Eibar","Malaga",1,1
2018-01-26,"Ath Bilbao","Eibar",1,1
2018-01-27,"La Coruna","Levante",2,2
2018-01-27,"Malaga","Girona",0,0
2018-01-27,"Valencia","Real Madrid",1,4
2018-01-27,"Villarreal","Sociedad",4,2
2018-01-28,"Ath Madrid","Las Palmas",3,0
2018-01-28,"Barcelona","Alaves",2,1
2018-01-28,"Leganes","Espanol",3,2
2018-01-28,"Sevilla","Getafe",1,1
2018-01-29,"Celta","Betis",3,2
2018-02-02,"Sociedad","La Coruna",5,0
2018-02-03,"Alaves","Celta",2,1
2018-02-03,"Betis","Villarreal",2,1
2018-02-03,"Eibar","Sevilla",5,1
2018-02-03,"Levante","Real Madrid",2,2
2018-02-04,"Ath Madrid","Valencia",1,0
2018-02-04,"Espanol","Barcelona",1,1
2018-02-04,"Getafe","Leganes",0,0
2018-02-04,"Girona","Ath Bilbao",2,0
2018-02-05,"Las Palmas","Malaga",1,0
2018-02-09,"Ath Bilbao","Las Palmas",0,0
2018-02-10,"Leganes","Eibar",0,1
2018-02-10,"Malaga","Ath Madrid",0,1
2018-02-10,"Real Madrid","Sociedad",5,2
2018-02-10,"Villarreal","Alaves",1,2
2018-02-11,"Barcelona","Getafe",0,0
2018-02-11,"Celta","Espanol",2,2
2018-02-11,"Sevilla","Girona",1,0
2018-02-11,"Valencia","Levante",3,1
2018-02-12,"La Coruna","Betis",0,1
2018-02-16,"Girona","Leganes",3,0
2018-02-17,"Alaves","La Coruna",1,0
2018-02-17,"Eibar","Barcelona",0,2
2018-02-17,"Las Palmas","Sevilla",1,2
2018-02-17,"Malaga","Valencia",1,2
2018-02-18,"Ath Madrid","Ath Bilbao",2,0
2018-02-18,"Betis","Real Madrid",3,5
2018-02-18,"Espanol","Villarreal",1,1
2018-02-18,"Sociedad","Levante",3,0
2018-02-19,"Getafe","Celta",3,0
2018-02-21,"Leganes","Real Madrid",1,3
2018-02-23,"La Coruna","Espanol",0,0
2018-02-24,"Barcelona","Girona",6,1
2018-02-24,"Celta","Eibar",2,0
2018-02-24,"Leganes","Las Palmas",0,0
2018-02-24,"Real Madrid","Alaves",4,0
2018-02-25,"Ath Bilbao","Malaga",2,1
2018-02-25,"Sevilla","Ath Madrid",2,5
2018-02-25,"Valencia","Sociedad",2,1
2018-02-25,"Villarreal","Getafe",1,0
2018-02-26,"Levante","Betis",0,2
2018-02-27,"Espanol","Real Madrid",1,0
2018-02-27,"Girona","Celta",1,0
2018-02-28,"Ath Bilbao","Valencia",1,1
2018-02-28,"Ath Madrid","Leganes",4,0
2018-02-28,"Eibar","Villarreal",1,0
2018-02-28,"Getafe","La Coruna",3,0
2018-02-28,"Malaga","Sevilla",0,1
2018-03-01,"Alaves","Levante",1,0
2018-03-01,"Betis","Sociedad",0,0
2018-03-01,"Las Palmas","Barcelona",1,1
2018-03-03,"La Coruna","Eibar",1,1
2018-03-03,"Leganes","Malaga",2,0
2018-03-03,"Real Madrid","Getafe",3,1
2018-03-03,"Sevilla","Ath Bilbao",2,0
2018-03-03,"Villarreal","Girona",0,2
2018-03-04,"Barcelona","Ath Madrid",1,0
2018-03-04,"Levante","Espanol",1,1
2018-03-04,"Sociedad","Alaves",2,1
2018-03-04,"Valencia","Betis",2,0
2018-03-05,"Celta","Las Palmas",2,1
2018-03-09,"Girona","La Coruna",2,0
2018-03-10,"Eibar","Real Madrid",1,2
2018-03-10,"Getafe","Levante",0,1
2018-03-10,"Malaga","Barcelona",0,2
2018-03-10,"Sevilla","Valencia",0,2
2018-03-11,"Ath Bilbao","Leganes",2,0
2018-03-11,"Ath Madrid","Celta",3,0
2018-03-11,"Espanol","Sociedad",2,1
2018-03-11,"Las Palmas","Villarreal",0,2
2018-03-12,"Alaves","Betis",1,3
2018-03-16,"Levante","Eibar",2,1
2018-03-17,"Betis","Espanol",3,0
2018-03-17,"La Coruna","Las Palmas",1,1
2018-03-17,"Sociedad","Getafe",1,2
2018-03-17,"Valencia","Alaves",3,1
2018-03-18,"Barcelona","Ath Bilbao",2,0
2018-03-18,"Celta","Malaga",0,0
2018-03-18,"Leganes","Sevilla",2,1
2018-03-18,"Real Madrid","Girona",6,3
2018-03-18,"Villarreal","Ath Madrid",2,1
2018-03-31,"Ath Bilbao","Celta",1,1
2018-03-31,"Girona","Levante",1,1
2018-03-31,"Las Palmas","Real Madrid",0,3
2018-03-31,"Sevilla","Barcelona",2,2
2018-04-01,"Ath Madrid","La Coruna",1,0
2018-04-01,"Eibar","Sociedad",0,0
2018-04-01,"Espanol","Alaves",0,0
2018-04-01,"Leganes","Valencia",0,1
2018-04-01,"Malaga","Villarreal",1,0
2018-04-02,"Getafe","Betis",0,1
2018-04-06,"La Coruna","Malaga",3,2
2018-04-07,"Alaves","Getafe",2,0
2018-04-07,"Barcelona","Leganes",3,1
2018-04-07,"Betis","Eibar",2,0
2018-04-07,"Celta","Sevilla",4,0
2018-04-08,"Levante","Las Palmas",2,1
2018-04-08,"Real Madrid","Ath Madrid",1,1
2018-04-08,"Sociedad","Girona",5,0
2018-04-08,"Valencia","Espanol",1,0
